sample,sample.type,sample.number,index,reference,startpos,ref.length,number.of.reads,covbases,pc.coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
m06_SQK-NBD114-24_barcode05,mussel,51,20,NC_040536.1,1,183261,281,271,0.147877,0.120031,38.7,10.5,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.120030994,5.181428353,43.16742017,7.28
m15_SQK-NBD114-24_barcode14,mussel,60,14,NC_040536.1,1,183261,13,268,0.14624,0.0064389,37.8,9.54,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.006438904,0.2416153001455262,37.524289423702776,0.44
oy26_SQK-NBD114-24_barcode15,oyster,15,26,NC_040536.1,1,183261,228,267,0.145694,0.117963,36.9,12.6,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.117962905,4.903258051,41.56610111,6.03
oy33_SQK-NBD114-24_barcode19,oyster,19,25,NC_040536.1,1,183261,90,254,0.1386,0.0475551,36.6,16.2,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.047555126,1.962700179,41.27210529,0.13
m33_SQK-NBD114-24_barcode11,mussel,76,23,NC_040536.1,1,183261,4034,246,0.134235,1.73897,40.9,11.9,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,1.738973377,75.04386378,43.15411885,1.34
04_sealion_serum_SQK-NBD114-24_barcode18,sealion serum,97,21,NC_040536.1,1,183261,96,227,0.123867,0.0665499,35.4,16.5,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.066549893,2.281108272201035,34.27666309214774,8.03
m24_SQK-NBD114-24_barcode02,mussel,67,27,NC_040536.1,1,183261,840,224,0.12223,0.356355,40.9,11.2,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.35635514375671856,15.381193221990637,43.162540211546045,0.25
m31_SQK-NBD114-24_barcode09,mussel,74,33,NC_040536.1,1,183261,217,217,0.11841,0.0935878,40.2,12.6,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.093587834,4.018155437,42.93459178,0.48
S20_SQK-NBD114-24_barcode07, bay seawater,86,119,NC_040536.1,1,183261,1,189,0.103132,0.00103132,36.8,22,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.001031316,0.032097545,31.122900260658923,0
m27_SQK-NBD114-24_barcode05,mussel,70,27,NC_040536.1,1,183261,5233,178,0.0971292,2.2656,40.7,11.3,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,2.265599336,97.52532863,43.04614989,4.27
m32_SQK-NBD114-24_barcode10,mussel,75,43,NC_040536.1,1,183261,19065,171,0.0933095,8.11884,41.2,11.5,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,8.118835977,351.3186181,43.27204282,8.58
oy15_SQK-NBD114-24_barcode07,oyster,7,43,NC_040536.1,1,183261,641,170,0.0927639,0.336831,36.4,9.65,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.336831077,13.90987984,41.29630783,1.54
oy20_SQK-NBD114-24_barcode09,oyster,9,27,NC_040536.1,1,183261,250,164,0.0894899,0.133558,36.9,12.4,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.133558149,5.478360702,41.01854309,6.88
oy34_SQK-NBD114-24_barcode20,oyster,20,51,NC_040536.1,1,183261,1666,163,0.0889442,0.88297,36.2,14.8,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.88297019,36.90811191,41.79995239,5.44
oy23_SQK-NBD114-24_barcode12,oyster,12,24,NC_040536.1,1,183261,198,162,0.0883985,0.103006,37,10.7,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.103006095,4.240112994,41.16370966,8.87
S26_SQK-NBD114-24_barcode08, bay seawater,87,77,NC_040536.1,1,183261,1,161,0.0878528,0.000878528,35.5,21,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.000878528,0.029626957747428465,33.72339070653098,0.04
m30_SQK-NBD114-24_barcode08,mussel,73,25,NC_040536.1,1,183261,1606,157,0.0856702,0.709076,41.2,12.3,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.709076126,30.37649342,42.83953766,3.58
oy22_SQK-NBD114-24_barcode11,oyster,11,26,NC_040536.1,1,183261,159,156,0.0851245,0.0823034,37.6,13.7,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.082303382,3.411022685,41.4445023,7.65
oy32_SQK-NBD114-24_barcode18,oyster,18,28,NC_040536.1,1,183261,273,156,0.0851245,0.146709,36.5,18.5,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.146708792,6.102310062,41.59471265,1.28
m28_SQK-NBD114-24_barcode06,mussel,71,27,NC_040536.1,1,183261,2062,153,0.0834875,0.905326,40.9,12.5,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.9053262832790392,38.75155207209688,42.803962270642366,0.81
oy24_SQK-NBD114-24_barcode13,oyster,13,26,NC_040536.1,1,183261,136,141,0.0769394,0.0698403,36.2,10.7,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.069840282,2.911445985,41.68720233,4.4
m14_SQK-NBD114-24_barcode13,mussel,59,29,NC_040536.1,1,183261,327,140,0.0763938,0.138666,39.3,9.77,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.1386656189805796,6.0231763223514925,43.43669589,9.67
oy37_SQK-NBD114-24_barcode23,oyster,23,24,NC_040536.1,1,183261,159,139,0.0758481,0.0840277,36.1,14.6,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.084027698,3.511447989,41.78917267,0.28
oy38_SQK-NBD114-24_barcode24,oyster,24,31,NC_040536.1,1,183261,184,138,0.0753024,0.0957705,35.4,13,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.095770513,4.00894317,41.85989028,0.74
m36_SQK-NBD114-24_barcode14,mussel,79,12,NC_040536.1,1,183261,63,136,0.0742111,0.0270434,40.8,15.9,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.027043397,1.156645799,42.76998907,0.1
m12_SQK-NBD114-24_barcode11,mussel,57,21,NC_040536.1,1,183261,189,134,0.0731198,0.0829364,38.8,10.2,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.082936359,3.5611186318762216,42.93796707653584,8.33
m25_SQK-NBD114-24_barcode03,mussel,68,20,NC_040536.1,1,183261,361,134,0.0731198,0.149017,40.9,8.98,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.14901697578862932,6.528464557133333,43.810207008854654,0.17
S17_SQK-NBD114-24_barcode05, bay seawater,84,58,NC_040536.1,1,183261,1,131,0.0714827,0.000714827,37,3,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.000714827,0.026726700285400005,37.389021534371686,0.2
oy27_SQK-NBD114-24_barcode16,oyster,16,12,NC_040536.1,1,183261,438,130,0.0709371,0.235964,35.6,12.5,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.235964008,9.907765474,41.98846076,9.42
m35_SQK-NBD114-24_barcode13,mussel,78,18,NC_040536.1,1,183261,356,126,0.0687544,0.147576,41.1,9.73,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.147576407,6.409769087,43.43356231,0.1
m13_SQK-NBD114-24_barcode12,mussel,58,19,NC_040536.1,1,183261,170,122,0.0665717,0.0728087,39,9.38,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.072808726,3.1368141723082834,43.08294251902783,11.39
oy52_SQK-NBD114-24_barcode11,oyster,35,18,NC_040536.1,1,183261,16,120,0.0654804,0.00805954,38.1,10.3,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.008059543,0.339326268,42.10241793,0.04
oy36_SQK-NBD114-24_barcode22,oyster,22,35,NC_040536.1,1,183261,176,116,0.0632977,0.0910123,36.8,11.8,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.091012272,3.832671656,42.11159184,0.11
oy53_SQK-NBD114-24_barcode43,oyster,67,30,NC_040536.1,1,183261,9,116,0.0632977,0.00462728,40.3,14.4,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.00462728,0.193702538,41.86099144,0.01
m29_SQK-NBD114-24_barcode07,mussel,72,18,NC_040536.1,1,183261,186,115,0.062752,0.076432,41.1,11,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.076431974,3.329283435826057,43.558778591626975,0.11
oy16_SQK-NBD114-24_barcode08,oyster,8,8,NC_040536.1,1,183261,6,112,0.061115,0.00319217,33.6,12.7,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.003192169,0.133520624,41.82756081,1.62
oy51_SQK-NBD114-24_barcode10,oyster,34,12,NC_040536.1,1,183261,9,110,0.0600237,0.00494377,37,6.44,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.004943769,0.205185941,41.50395234,0.01
oy55_SQK-NBD114-24_barcode14,oyster,38,43,NC_040536.1,1,183261,45,110,0.0600237,0.023622,38.1,17,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.023622047,0.991741949,41.9837425,0.16
m05_SQK-NBD114-24_barcode04,mussel,50,8,NC_040536.1,1,183261,91,109,0.059478,0.037864,39.7,3.11,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.037864029990014245,1.748389453359546,46.17547191,18.92
m07_SQK-NBD114-24_barcode06,mussel,52,16,NC_040536.1,1,183261,67,108,0.0589323,0.0302083,39.3,10.6,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.030208282,1.293620318,42.82336581,1
oy45_SQK-NBD114-24_barcode05,oyster,29,15,NC_040536.1,1,183261,20,108,0.0589323,0.0100403,38.1,13.8,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.010040325,0.428783637,42.70615114,0.01
m04_SQK-NBD114-24_barcode03,mussel,49,20,NC_040536.1,1,183261,37,107,0.0583867,0.0167957,39.2,9.95,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.016795718,0.716291263,42.64725572,1.71
m09_SQK-NBD114-24_barcode08,mussel,54,19,NC_040536.1,1,183261,82,107,0.0583867,0.0341862,39.3,9.07,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.034186215,1.50598601,44.05243451,10.75
m17_SQK-NBD114-24_barcode16,mussel,62,53,NC_040536.1,1,183261,212,107,0.0583867,0.0903193,39.3,8.68,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.090319271,3.919349321730988,43.394385938239644,3.67
m08_SQK-NBD114-24_barcode07,mussel,53,22,NC_040536.1,1,183261,69,106,0.057841,0.0276164,40.1,9.64,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.02761635,1.232994581,44.64726733,2.98
m11_SQK-NBD114-24_barcode10,mussel,56,18,NC_040536.1,1,183261,30,106,0.057841,0.0138164,39.6,13.8,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.013816360273053186,0.5951652437145285,43.076847444063276,6.34
m19_SQK-NBD114-24_barcode18,mussel,64,15,NC_040536.1,1,183261,7,106,0.057841,0.00318671,38.1,11.3,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.003186712,0.1366513083975608,42.88160176069415,0.13
sd1_SQK-NBD114-24_barcode16,sd seawater,90,166,NC_040536.1,1,183261,6,106,0.057841,0.00265741,38.9,10.2,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.002657412,0.114144604,42.95329411,0.04
sd2_SQK-NBD114-24_barcode17,sd seawater,91,165,NC_040536.1,1,183261,8,106,0.057841,0.00330676,37.1,12.9,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.003306759,0.145843029,44.10452023,0.05
sd3_SQK-NBD114-24_barcode18,sd seawater,92,90,NC_040536.1,1,183261,6,106,0.057841,0.00283748,38.9,20.8,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.002837483,0.121031568,42.65455044,0.33
sd4_SQK-NBD114-24_barcode19,sd seawater,93,177,NC_040536.1,1,183261,8,106,0.057841,0.00334496,39.1,4.38,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.003344956,0.145110729,43.3819532,0.04
oy14_SQK-NBD114-24_barcode11,oyster,11,6,NC_040536.1,1,183261,3,105,0.0572953,0.00162064,38.1,22.3,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.001620639,0.068603967,42.33141922,1.32
oy42_SQK-NBD114-24_barcode02,oyster,26,15,NC_040536.1,1,183261,2,105,0.0572953,0.00106951,35.5,7,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.001069513,0.045403614,42.45261035,0
oy50_SQK-NBD114-24_barcode09,oyster,33,8,NC_040536.1,1,183261,6,105,0.0572953,0.00284294,40.2,29.2,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.00284294,0.125132325,44.01511512,0.01
oy58_SQK-NBD114-24_barcode16,oyster,40,6,NC_040536.1,1,183261,1,101,0.0551127,0.000551127,38.6,1,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.000551127,0.023469614,42.58480183,0
S31_SQK-NBD114-24_barcode09, bay seawater,88,127,NC_040536.1,1,183261,1,95,0.0518386,0.000518386,35.6,3,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.000518386,0.022762197186457056,43.909715985129544,0.02
m16_SQK-NBD114-24_barcode15,mussel,61,7,NC_040536.1,1,183261,4,94,0.051293,0.0014624,34.1,12.8,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.001462395,0.070683782,48.334256206254004,1.46
oy44_SQK-NBD114-24_barcode04,oyster,28,6,NC_040536.1,1,183261,2,91,0.049656,0.000949466,38.4,37.5,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.000949466,0.043062466,45.35442842,0.01
oy43_SQK-NBD114-24_barcode03,oyster,27,7,NC_040536.1,1,183261,1,85,0.0463819,0.000463819,45.4,1,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.000463819,0.021531471,46.42210427,0
oy63_SQK-NBD114-24_barcode21,oyster,45,11,NC_040536.1,1,183261,1,71,0.0387426,0.000387426,30.7,1,2072209,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Nudiviridae,Alphanudivirus,Alphanudivirus tertidromelanogasteris,0.000387426,0.019679316,50.79508682,0
m19_SQK-NBD114-24_barcode18,mussel,64,18,NC_047919.1,1,17603,1,74,0.420383,0.00420383,42.8,8,2074138,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Rountreeviridae,Rosenblumvirus,Rosenblumvirus AGO13,0.004203829,0.064700516,15.390853724806114,0.02
sd4_SQK-NBD114-24_barcode19,sd seawater,93,279,NC_075324.1,1,2192,33,765,34.8996,6.64553,37.6,56.7,2077296,Viruses,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Gemykibivirus,Gemykibivirus cowchi1,6.645529197,11.88312872,1.788138818,0.17
sd1_SQK-NBD114-24_barcode16,sd seawater,90,247,NC_075324.1,1,2192,2,698,31.8431,0.318431,39.6,60,2077296,Viruses,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Gemykibivirus,Gemykibivirus cowchi1,0.318430657,0.465867549,1.463010986,0.01
sd2_SQK-NBD114-24_barcode17,sd seawater,91,239,NC_075324.1,1,2192,2,607,27.6916,0.459854,38.3,60,2077296,Viruses,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Gemykibivirus,Gemykibivirus cowchi1,0.459854015,0.783750096,1.704345446,0.01
sd4_SQK-NBD114-24_barcode19,sd seawater,93,209,NC_047926.1,1,139450,1,341,0.244532,0.00244532,42.3,0,2079433,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Herelleviridae,Harbinvirus,Harbinvirus semele,0.002445321,0.049389688,20.19763059,0.01
oy12_SQK-NBD114-24_barcode04,oyster,4,58,NC_043529.1,1,113971,5,53,0.0465031,0.00227251,39.9,3.2,2083176,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Baculoviridae,Alphabaculovirus,Alphabaculovirus oxochraceae,0.002272508,0.105578385,46.4589735,0.01
oy27_SQK-NBD114-24_barcode16,oyster,16,15,NC_043529.1,1,113971,1,53,0.0465031,0.000465031,40.2,1,2083176,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Baculoviridae,Alphabaculovirus,Alphabaculovirus oxochraceae,0.000465031,0.021559553,46.36158136,0.02
S09_SQK-NBD114-24_barcode03, bay seawater,82,174,NC_043529.1,1,113971,5,52,0.0456256,0.00220231,42.3,1,2083176,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Baculoviridae,Alphabaculovirus,Alphabaculovirus oxochraceae,0.002202315,0.10356616122379486,47.02605163680129,0.03
S14_SQK-NBD114-24_barcode04, bay seawater,83,143,NC_043529.1,1,113971,3,52,0.0456256,0.00130735,38.3,3.33,2083176,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Baculoviridae,Alphabaculovirus,Alphabaculovirus oxochraceae,0.00130735,0.061907993,47.35379757684093,0.05
S07_SQK-NBD114-24_barcode02, bay seawater,81,159,NC_043529.1,1,113971,3,50,0.0438708,0.00131612,42.5,1.33,2083176,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Baculoviridae,Alphabaculovirus,Alphabaculovirus oxochraceae,0.001316124,0.062822294,47.73279794858036,0.01
S02_SQK-NBD114-24_barcode01, bay seawater,80,115,NC_043529.1,1,113971,1,48,0.042116,0.00042116,38.1,1,2083176,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,Naldaviricetes,Lefavirales,Baculoviridae,Alphabaculovirus,Alphabaculovirus oxochraceae,0.00042116,0.020517855471815557,48.717510541214395,0.05
02_sealion_feces_SQK-NBD114-24_barcode16,sealion feces,96,79,NC_043325.1,1,35842,7,666,1.85816,0.0407064,37.1,3.57,2083300,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Polydnaviriformidae,Bracoviriform,Bracoviriform facetosae,0.040706434,0.3224920970269524,7.922386389061019,0.06
01_dolphin_feces_SQK-NBD114-24_barcode15,dolphin feces,94,74,NC_043325.1,1,35842,4,521,1.4536,0.0217064,36.2,6.75,2083300,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Polydnaviriformidae,Bracoviriform,Bracoviriform facetosae,0.021706378,0.188615823,8.689419451,0
S14_SQK-NBD114-24_barcode04, bay seawater,83,141,NC_043325.1,1,35842,2,437,1.21924,0.0121924,37.1,1,2083300,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Polydnaviriformidae,Bracoviriform,Bracoviriform facetosae,0.012192399977679817,0.1097439992002485,9.001016977883996,0.03
S09_SQK-NBD114-24_barcode03, bay seawater,82,172,NC_043325.1,1,35842,3,431,1.2025,0.0162937,38.3,2.67,2083300,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Polydnaviriformidae,Bracoviriform,Bracoviriform facetosae,0.016293734,0.156734546,9.619314370110908,0.02
01_dolphin_feces_SQK-NBD114-24_barcode15,dolphin feces,94,75,NC_043329.1,1,12859,25,98,0.762112,0.153045,37.3,13.5,2083300,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Polydnaviriformidae,Bracoviriform,Bracoviriform facetosae,0.15304456,1.850060548,12.08837835,0.01
oy13_SQK-NBD114-24_barcode05,oyster,5,66,NC_043329.1,1,12859,4,95,0.738782,0.0270628,36,15.2,2083300,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Polydnaviriformidae,Bracoviriform,Bracoviriform facetosae,0.027062758,0.32143311,11.87732287,0.01
oy23_SQK-NBD114-24_barcode12,oyster,12,26,NC_043329.1,1,12859,7,94,0.731006,0.0437048,34.5,13.7,2083300,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Polydnaviriformidae,Bracoviriform,Bracoviriform facetosae,0.043704798,0.526713698,12.05162178,0.31
oy20_SQK-NBD114-24_barcode09,oyster,9,30,NC_043329.1,1,12859,6,90,0.699899,0.0384167,35.5,15,2083300,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Polydnaviriformidae,Bracoviriform,Bracoviriform facetosae,0.038416673,0.461860754,12.02240372,0.17
oy11_SQK-NBD114-24_barcode03,oyster,3,59,NC_043329.1,1,12859,2,89,0.692122,0.0137647,36.8,21.5,2083300,Viruses,unclassified Viruses kingdom,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,Polydnaviriformidae,Bracoviriform,Bracoviriform facetosae,0.013764678,0.165112459,11.99537347,0.01
